color,compound,lap_number,wear_pattern,sidewall_deformation,tyre_pressure,is_graining,tyre_temperature,track_temperature,strategy,expected_life,lap_percentage,temp_differential,is_pressure_optimal,is_temp_optimal,wear_severity,risk_score
red,soft,13,uneven,False,21.0,True,45,33,MONITOR,22,0.5909090909090909,12,True,False,4,83.63636363636364
white,hard,22,outer,False,18.7,True,43,37,MONITOR,45,0.4888888888888889,6,False,False,2,69.55555555555556
red,soft,12,even,False,18.5,True,51,44,CONSERVE,22,0.5454545454545454,7,False,False,0,51.81818181818181
yellow,medium,15,even,False,21.3,False,30,18,MONITOR,32,0.46875,12,True,False,0,23.75
white,hard,17,inner,False,17.5,False,44,27,MONITOR,45,0.37777777777777777,17,False,False,2,50.111111111111114
yellow,medium,10,inner,False,21.1,True,42,27,CONSERVE,32,0.3125,15,True,False,2,52.5
red,soft,10,even,False,20.8,True,44,27,CONSERVE,22,0.45454545454545453,17,True,False,0,38.18181818181818
red,soft,16,even,False,20.8,True,47,24,PIT_SOON,22,0.7272727272727273,23,True,False,0,49.09090909090909
yellow,medium,15,outer,False,19.3,True,29,20,MONITOR,32,0.46875,9,True,False,2,58.75
yellow,medium,28,uneven,False,22.1,True,36,27,PIT_NOW,32,0.875,9,False,False,4,105.0
yellow,medium,15,even,False,21.0,False,37,31,MONITOR,32,0.46875,6,True,False,0,23.75
yellow,medium,21,inner,False,18.4,True,39,30,MONITOR,32,0.65625,9,False,False,2,76.25
yellow,medium,29,outer,False,19.2,True,52,33,PIT_SOON,32,0.90625,19,True,False,2,76.25
yellow,medium,29,inner,False,21.7,True,53,25,PIT_SOON,32,0.90625,28,False,False,2,86.25
yellow,medium,7,even,False,21.6,True,40,28,CONSERVE,32,0.21875,12,False,False,0,38.75
red,soft,19,uneven,False,19.2,True,61,42,PIT_NOW,22,0.8636363636363636,19,True,False,4,94.54545454545455
white,hard,28,even,False,21.5,False,40,36,MONITOR,45,0.6222222222222222,4,True,False,0,29.88888888888889
red,soft,15,uneven,False,19.1,True,28,25,MONITOR,22,0.6818181818181818,3,True,False,4,87.27272727272727
white,hard,9,inner,False,18.9,True,45,34,CONSERVE,45,0.2,11,False,False,2,58.0
yellow,medium,1,even,False,20.9,True,27,22,CONSERVE,32,0.03125,5,True,False,0,21.25
white,hard,4,uneven,False,20.9,False,38,34,MONITOR,45,0.08888888888888889,4,True,False,4,48.55555555555556
yellow,medium,23,outer,False,20.2,True,67,40,CONSERVE,32,0.71875,27,True,False,2,68.75
yellow,medium,15,center,False,19.2,True,35,25,MONITOR,32,0.46875,10,True,False,3,68.75
red,soft,6,even,False,21.2,True,32,25,CONSERVE,22,0.2727272727272727,7,True,False,0,30.909090909090907
yellow,medium,8,uneven,False,22.2,True,39,26,CONSERVE,32,0.25,13,False,False,4,80.0
red,soft,18,outer,False,19.8,False,60,34,PIT_SOON,22,0.8181818181818182,26,True,False,2,57.72727272727273
white,hard,18,inner,False,18.6,True,44,39,MONITOR,45,0.4,5,False,False,2,66.0
red,soft,3,even,False,20.0,True,38,40,CONSERVE,22,0.13636363636363635,-2,True,False,0,25.454545454545453
yellow,medium,7,uneven,False,18.3,False,37,26,MONITOR,32,0.21875,11,False,False,4,63.75
white,hard,11,even,False,19.1,False,53,44,CONSERVE,45,0.24444444444444444,9,True,False,0,14.777777777777777
red,soft,2,outer,False,20.3,True,23,20,CONSERVE,22,0.09090909090909091,3,True,False,2,43.63636363636364
yellow,medium,30,uneven,False,21.1,False,52,29,PIT_NOW,32,0.9375,23,True,False,4,82.5
red,soft,3,inner,False,19.0,True,31,32,CONSERVE,22,0.13636363636363635,-1,True,False,2,45.45454545454545
yellow,medium,21,uneven,False,19.6,True,37,31,MONITOR,32,0.65625,6,True,False,4,86.25
white,hard,37,uneven,False,19.6,False,39,22,PIT_NOW,45,0.8222222222222222,17,True,False,4,77.88888888888889
red,soft,9,inner,False,21.5,True,33,27,CONSERVE,22,0.4090909090909091,6,True,False,2,56.36363636363636
yellow,medium,18,even,False,21.0,True,47,39,MONITOR,32,0.5625,8,True,False,0,42.5
yellow,medium,10,outer,False,19.2,False,48,36,MONITOR,32,0.3125,12,True,False,2,37.5
yellow,medium,10,outer,False,20.6,True,50,36,CONSERVE,32,0.3125,14,True,False,2,52.5
red,soft,3,outer,False,18.6,True,36,26,CONSERVE,22,0.13636363636363635,10,False,False,2,55.45454545454545
yellow,medium,21,even,False,21.5,False,50,39,MONITOR,32,0.65625,11,True,False,0,31.25
red,soft,14,inner,False,18.9,True,44,34,MONITOR,22,0.6363636363636364,10,False,False,2,75.45454545454545
red,soft,17,inner,False,21.3,True,57,35,PIT_SOON,22,0.7727272727272727,22,True,False,2,70.9090909090909
yellow,medium,1,even,False,19.6,True,32,27,CONSERVE,32,0.03125,5,True,False,0,21.25
red,soft,18,inner,False,21.6,True,55,31,PIT_SOON,22,0.8181818181818182,24,False,False,2,82.72727272727272
white,hard,8,even,False,18.9,False,19,21,MONITOR,45,0.17777777777777778,-2,False,False,0,22.11111111111111
red,soft,1,inner,False,21.2,True,29,20,CONSERVE,22,0.045454545454545456,9,True,False,2,41.81818181818182
yellow,medium,3,inner,False,21.5,True,46,44,CONSERVE,32,0.09375,2,True,False,2,43.75
yellow,medium,13,even,False,18.4,False,45,41,CONSERVE,32,0.40625,4,False,False,0,31.25
yellow,medium,29,outer,False,22.0,True,52,42,PIT_SOON,32,0.90625,10,False,False,2,86.25
white,hard,32,even,False,19.0,True,70,44,CONSERVE,45,0.7111111111111111,26,True,False,0,48.44444444444444
red,soft,8,even,False,21.7,True,42,36,CONSERVE,22,0.36363636363636365,6,False,False,0,44.54545454545455
white,hard,2,even,False,21.6,True,50,39,CONSERVE,45,0.044444444444444446,11,False,False,0,31.77777777777778
white,hard,22,outer,False,21.6,False,38,25,MONITOR,45,0.4888888888888889,13,False,False,2,54.55555555555556
white,hard,9,center,False,17.8,False,37,34,MONITOR,45,0.2,3,False,False,3,53.0
yellow,medium,16,even,False,18.5,True,30,18,MONITOR,32,0.5,12,False,False,0,50.0
red,soft,6,even,False,19.5,True,23,22,CONSERVE,22,0.2727272727272727,1,True,False,0,30.909090909090907
yellow,medium,11,outer,False,19.9,False,54,41,CONSERVE,32,0.34375,13,True,False,2,38.75
red,soft,15,even,False,21.1,True,28,21,MONITOR,22,0.6818181818181818,7,True,False,0,47.272727272727266
red,soft,17,outer,False,22.0,True,47,29,PIT_SOON,22,0.7727272727272727,18,False,False,2,80.9090909090909
yellow,medium,24,even,False,20.9,True,45,26,CONSERVE,32,0.75,19,True,False,0,50.0
white,hard,1,even,False,18.7,True,48,44,CONSERVE,45,0.022222222222222223,4,False,False,0,30.88888888888889
yellow,medium,7,even,False,17.7,True,44,34,CONSERVE,32,0.21875,10,False,False,0,38.75
yellow,medium,3,even,False,19.8,True,42,30,CONSERVE,32,0.09375,12,True,False,0,23.75
yellow,medium,23,even,False,17.9,True,43,27,CONSERVE,32,0.71875,16,False,False,0,58.75
white,hard,7,even,False,18.1,False,32,35,MONITOR,45,0.15555555555555556,-3,False,False,0,21.22222222222222
white,hard,9,inner,True,20.0,False,48,42,PIT_NOW,45,0.2,6,True,False,2,83.0
yellow,medium,11,even,False,20.8,True,31,18,CONSERVE,32,0.34375,13,True,False,0,33.75
green,intermediate,14,inner,False,20.0,False,45,21,PIT_SOON,15,0.9333333333333333,24,True,False,2,62.333333333333336
yellow,medium,29,inner,False,18.9,True,47,28,PIT_SOON,32,0.90625,19,False,False,2,86.25
yellow,medium,21,outer,False,18.8,False,35,23,MONITOR,32,0.65625,12,False,False,2,61.25
red,soft,12,even,False,18.9,True,41,24,MONITOR,22,0.5454545454545454,17,False,False,0,51.81818181818181
yellow,medium,14,even,False,21.7,True,41,38,MONITOR,32,0.4375,3,False,False,0,47.5
red,soft,5,even,False,20.8,True,37,21,CONSERVE,22,0.22727272727272727,16,True,False,0,29.09090909090909
red,soft,20,outer,False,19.4,True,62,37,PIT_SOON,22,0.9090909090909091,25,True,False,2,76.36363636363636
white,hard,33,outer,False,19.4,False,42,27,CONSERVE,45,0.7333333333333333,15,True,False,2,54.33333333333333
green,intermediate,11,uneven,False,18.0,True,32,19,CONSERVE,15,0.7333333333333333,13,False,False,4,99.33333333333333
red,soft,5,center,False,20.1,True,25,15,CONSERVE,22,0.22727272727272727,10,True,False,3,59.09090909090909
red,soft,13,even,False,19.4,True,42,28,MONITOR,22,0.5909090909090909,14,True,False,0,43.63636363636364
yellow,medium,20,even,False,20.0,True,30,26,MONITOR,32,0.625,4,True,False,0,45.0
green,intermediate,10,even,False,19.6,False,17,14,MONITOR,15,0.6666666666666666,3,True,False,0,31.666666666666664
red,soft,5,inner,False,20.7,True,35,25,CONSERVE,22,0.22727272727272727,10,True,False,2,49.09090909090909
yellow,medium,20,even,False,21.7,False,29,27,MONITOR,32,0.625,2,False,False,0,40.0
red,soft,9,even,False,21.1,True,39,24,CONSERVE,22,0.4090909090909091,15,True,False,0,36.36363636363636
red,soft,18,inner,False,19.0,True,27,20,PIT_SOON,22,0.8181818181818182,7,True,False,2,72.72727272727272
green,intermediate,7,even,False,19.5,True,24,14,CONSERVE,15,0.4666666666666667,10,True,False,0,38.66666666666667
yellow,medium,9,inner,False,20.6,False,53,36,MONITOR,32,0.28125,17,True,False,2,36.25
yellow,medium,18,even,False,20.9,True,24,21,MONITOR,32,0.5625,3,True,False,0,42.5
red,soft,7,inner,False,20.3,True,42,34,CONSERVE,22,0.3181818181818182,8,True,False,2,52.72727272727273
red,soft,13,even,False,19.5,True,35,30,MONITOR,22,0.5909090909090909,5,True,False,0,43.63636363636364
red,soft,2,even,False,20.3,True,32,23,CONSERVE,22,0.09090909090909091,9,True,False,0,23.636363636363637
red,soft,18,even,False,20.6,True,64,39,PIT_SOON,22,0.8181818181818182,25,True,False,0,52.72727272727273
yellow,medium,17,even,False,20.8,False,25,15,MONITOR,32,0.53125,10,True,False,0,26.25
white,hard,17,even,False,19.1,False,24,22,MONITOR,45,0.37777777777777777,2,True,False,0,20.11111111111111
yellow,medium,21,inner,False,20.4,True,53,44,CONSERVE,32,0.65625,9,True,False,2,66.25
red,soft,11,even,False,20.3,True,20,20,CONSERVE,22,0.5,0,True,False,0,40.0
yellow,medium,7,center,False,20.7,True,61,42,CONSERVE,32,0.21875,19,True,False,3,58.75
red,soft,11,even,False,20.6,True,40,24,CONSERVE,22,0.5,16,True,False,0,40.0
yellow,medium,23,inner,False,21.6,False,35,22,CONSERVE,32,0.71875,13,False,False,2,63.75
white,hard,39,outer,False,21.2,False,61,41,PIT_SOON,45,0.8666666666666667,20,True,False,2,59.66666666666667
white,hard,40,outer,False,20.7,False,33,23,PIT_SOON,45,0.8888888888888888,10,True,False,2,60.55555555555556
yellow,medium,14,even,False,20.7,True,28,18,MONITOR,32,0.4375,10,True,False,0,37.5
yellow,medium,14,even,False,18.6,False,35,30,MONITOR,32,0.4375,5,False,False,0,32.5
yellow,medium,6,outer,False,21.6,True,40,32,CONSERVE,32,0.1875,8,False,False,2,57.5
red,soft,14,outer,False,20.7,True,47,36,MONITOR,22,0.6363636363636364,11,True,False,2,65.45454545454545
red,soft,16,even,False,18.5,True,42,26,PIT_SOON,22,0.7272727272727273,16,False,False,0,59.09090909090909
yellow,medium,23,outer,False,20.9,True,55,38,CONSERVE,32,0.71875,17,True,False,2,68.75
white,hard,16,inner,False,20.2,False,38,36,MONITOR,45,0.35555555555555557,2,True,False,2,39.22222222222222
red,soft,3,inner,False,19.5,True,23,24,CONSERVE,22,0.13636363636363635,-1,True,False,2,45.45454545454545
green,intermediate,9,even,False,16.9,True,30,16,PIT_NOW,15,0.6,14,False,False,0,54.0
red,soft,18,inner,False,21.2,True,28,21,PIT_SOON,22,0.8181818181818182,7,True,False,2,72.72727272727272
yellow,medium,27,even,False,17.5,False,43,30,CONSERVE,32,0.84375,13,False,False,0,48.75
yellow,medium,3,even,False,21.9,True,25,18,CONSERVE,32,0.09375,7,False,False,0,33.75
yellow,medium,11,even,False,20.7,True,36,31,CONSERVE,32,0.34375,5,True,False,0,33.75
red,soft,13,even,False,19.4,True,20,15,MONITOR,22,0.5909090909090909,5,True,False,0,43.63636363636364
white,hard,6,even,False,18.5,False,32,31,MONITOR,45,0.13333333333333333,1,False,False,0,20.333333333333332
red,soft,18,even,False,21.8,False,54,28,CONSERVE,22,0.8181818181818182,26,False,False,0,47.72727272727273
red,soft,18,even,True,22.2,True,42,21,PIT_NOW,22,0.8181818181818182,21,False,False,0,112.72727272727272
yellow,medium,16,outer,False,22.3,True,37,25,MONITOR,32,0.5,12,False,False,2,70.0
yellow,medium,16,outer,False,21.6,True,28,25,MONITOR,32,0.5,3,False,False,2,70.0
yellow,medium,9,even,False,21.5,True,39,23,CONSERVE,32,0.28125,16,True,False,0,31.25
yellow,medium,11,even,False,19.6,True,35,27,CONSERVE,32,0.34375,8,True,False,0,33.75
red,soft,11,even,False,19.3,True,42,33,CONSERVE,22,0.5,9,True,False,0,40.0
white,hard,2,outer,False,18.4,False,33,30,MONITOR,45,0.044444444444444446,3,False,False,2,36.77777777777778
red,soft,1,even,False,21.2,True,42,35,CONSERVE,22,0.045454545454545456,7,True,False,0,21.81818181818182
white,hard,23,even,False,20.7,False,37,25,MONITOR,45,0.5111111111111111,12,True,False,0,25.444444444444443
yellow,medium,29,inner,False,19.0,False,48,24,PIT_SOON,32,0.90625,24,True,False,2,61.25
red,soft,16,outer,False,21.1,True,48,37,PIT_SOON,22,0.7272727272727273,11,True,False,2,69.0909090909091
white,hard,38,uneven,False,19.7,True,47,20,PIT_NOW,45,0.8444444444444444,27,True,False,4,93.77777777777777
yellow,medium,20,even,False,20.4,True,35,28,MONITOR,32,0.625,7,True,False,0,45.0
blue,wet,3,even,False,20.0,True,29,16,CONSERVE,10,0.3,13,True,False,0,32.0
yellow,medium,20,inner,False,19.5,False,38,24,MONITOR,32,0.625,14,True,False,2,50.0
yellow,medium,6,center,False,22.2,True,32,22,CONSERVE,32,0.1875,10,False,False,3,67.5
yellow,medium,8,inner,False,21.0,True,34,21,CONSERVE,32,0.25,13,True,False,2,50.0
red,soft,11,inner,False,20.7,True,43,25,CONSERVE,22,0.5,18,True,False,2,60.0
red,soft,8,even,False,19.0,True,51,33,CONSERVE,22,0.36363636363636365,18,True,False,0,34.54545454545455
red,soft,2,even,False,19.3,True,33,34,CONSERVE,22,0.09090909090909091,-1,True,False,0,23.636363636363637
yellow,medium,27,outer,False,21.2,True,51,40,PIT_SOON,32,0.84375,11,True,False,2,73.75
red,soft,1,even,False,19.7,True,31,25,CONSERVE,22,0.045454545454545456,6,True,False,0,21.81818181818182
red,soft,10,uneven,False,18.9,True,47,38,CONSERVE,22,0.45454545454545453,9,False,False,4,88.18181818181819
red,soft,10,even,False,21.7,True,54,42,CONSERVE,22,0.45454545454545453,12,False,False,0,48.18181818181818
red,soft,16,even,False,19.7,True,34,22,PIT_SOON,22,0.7272727272727273,12,True,False,0,49.09090909090909
white,hard,18,outer,False,22.0,False,55,43,CONSERVE,45,0.4,12,False,False,2,51.0
yellow,medium,6,even,False,20.9,True,34,32,CONSERVE,32,0.1875,2,True,False,0,27.5
red,soft,10,uneven,False,21.1,True,43,33,CONSERVE,22,0.45454545454545453,10,True,False,4,78.18181818181819
yellow,medium,5,inner,False,19.3,False,41,35,MONITOR,32,0.15625,6,True,False,2,31.25
red,soft,12,even,False,20.1,True,31,24,MONITOR,22,0.5454545454545454,7,True,False,0,41.81818181818181
red,soft,12,even,False,20.5,True,43,34,MONITOR,22,0.5454545454545454,9,True,False,0,41.81818181818181
white,hard,36,inner,False,20.3,True,42,26,PIT_SOON,45,0.8,16,True,False,2,72.0
white,hard,2,even,False,20.4,True,38,38,CONSERVE,45,0.044444444444444446,0,True,False,0,21.77777777777778
red,soft,19,center,False,19.6,True,70,44,PIT_SOON,22,0.8636363636363636,26,True,False,3,84.54545454545455
yellow,medium,14,outer,False,21.5,True,47,41,CONSERVE,32,0.4375,6,True,False,2,57.5
white,hard,6,even,False,19.4,True,25,25,CONSERVE,45,0.13333333333333333,0,True,False,0,25.333333333333332
yellow,medium,23,even,False,19.2,True,49,28,CONSERVE,32,0.71875,21,True,False,0,48.75
white,hard,28,center,False,20.7,True,57,44,CONSERVE,45,0.6222222222222222,13,True,False,3,74.88888888888889
white,hard,35,inner,False,18.2,False,64,44,PIT_SOON,45,0.7777777777777778,20,False,False,2,66.11111111111111
white,hard,4,uneven,False,20.8,False,37,26,MONITOR,45,0.08888888888888889,11,True,False,4,48.55555555555556
white,hard,22,even,False,20.8,True,49,37,MONITOR,45,0.4888888888888889,12,True,False,0,39.55555555555556
white,hard,23,inner,False,20.4,False,48,42,CONSERVE,45,0.5111111111111111,6,True,False,2,45.44444444444444
red,soft,18,center,False,19.7,True,47,28,PIT_SOON,22,0.8181818181818182,19,True,False,3,82.72727272727272
red,soft,20,center,False,19.8,True,51,36,PIT_SOON,22,0.9090909090909091,15,True,False,3,86.36363636363636
white,hard,26,even,False,20.7,False,30,24,MONITOR,45,0.5777777777777777,6,True,False,0,28.111111111111107
red,soft,11,uneven,False,20.2,True,52,39,CONSERVE,22,0.5,13,True,False,4,80.0
yellow,medium,26,center,False,19.2,True,57,35,PIT_SOON,32,0.8125,22,True,False,3,82.5
red,soft,14,inner,False,19.7,True,46,31,MONITOR,22,0.6363636363636364,15,True,False,2,65.45454545454545
red,soft,20,center,True,19.0,True,61,41,PIT_NOW,22,0.9090909090909091,20,True,False,3,136.36363636363637
white,hard,40,inner,False,20.0,True,51,33,PIT_SOON,45,0.8888888888888888,18,True,False,2,75.55555555555556
white,hard,34,even,False,20.1,False,31,24,CONSERVE,45,0.7555555555555555,7,True,False,0,35.22222222222222
yellow,medium,20,uneven,False,20.1,False,40,33,MONITOR,32,0.625,7,True,False,4,70.0
blue,wet,2,inner,False,19.2,True,32,15,CONSERVE,10,0.2,17,True,False,2,48.0
yellow,medium,12,uneven,False,18.7,False,48,40,MONITOR,32,0.375,8,False,False,4,70.0
white,hard,15,inner,False,18.7,False,41,25,MONITOR,45,0.3333333333333333,16,False,False,2,48.33333333333333
yellow,medium,17,even,False,19.5,False,52,42,CONSERVE,32,0.53125,10,True,False,0,26.25
red,soft,2,outer,False,20.1,True,31,30,CONSERVE,22,0.09090909090909091,1,True,False,2,43.63636363636364
yellow,medium,4,even,False,20.2,False,48,43,CONSERVE,32,0.125,5,True,False,0,10.0
white,hard,4,even,False,20.9,False,34,28,MONITOR,45,0.08888888888888889,6,True,False,0,8.555555555555555
yellow,medium,16,even,False,18.3,False,62,43,CONSERVE,32,0.5,19,False,False,0,35.0
red,soft,14,outer,False,21.9,True,33,33,MONITOR,22,0.6363636363636364,0,False,False,2,75.45454545454545
yellow,medium,14,outer,False,18.9,False,55,42,CONSERVE,32,0.4375,13,False,False,2,52.5
white,hard,12,even,False,20.2,False,27,21,MONITOR,45,0.26666666666666666,6,True,False,0,15.666666666666666
yellow,medium,4,outer,False,21.0,True,26,22,CONSERVE,32,0.125,4,True,False,2,45.0
red,soft,13,center,False,19.4,True,43,38,MONITOR,22,0.5909090909090909,5,True,False,3,73.63636363636364
yellow,medium,8,outer,False,20.6,True,36,28,CONSERVE,32,0.25,8,True,False,2,50.0
green,intermediate,1,even,False,20.0,True,30,22,CONSERVE,15,0.06666666666666667,8,True,False,0,22.666666666666668
blue,wet,7,even,False,20.4,True,23,13,CONSERVE,10,0.7,10,True,False,0,48.0
yellow,medium,18,even,False,21.7,True,38,28,MONITOR,32,0.5625,10,False,False,0,52.5
white,hard,14,outer,False,19.8,True,29,16,MONITOR,45,0.3111111111111111,13,True,False,2,52.44444444444444
white,hard,26,inner,False,18.7,False,36,25,MONITOR,45,0.5777777777777777,11,False,False,2,58.11111111111111
yellow,medium,20,inner,False,18.1,True,61,44,CONSERVE,32,0.625,17,False,False,2,75.0
red,soft,12,inner,False,20.2,True,42,27,MONITOR,22,0.5454545454545454,15,True,False,2,61.81818181818181
white,hard,22,uneven,False,19.4,True,40,32,MONITOR,45,0.4888888888888889,8,True,False,4,79.55555555555556
white,hard,16,inner,False,17.9,False,28,20,MONITOR,45,0.35555555555555557,8,False,False,2,49.22222222222222
yellow,medium,9,inner,False,21.1,True,35,29,CONSERVE,32,0.28125,6,True,False,2,51.25
white,hard,34,inner,False,20.2,True,51,31,PIT_SOON,45,0.7555555555555555,20,True,False,2,70.22222222222223
yellow,medium,13,center,False,19.0,True,39,30,MONITOR,32,0.40625,9,True,False,3,66.25
white,hard,10,even,False,20.1,False,31,18,MONITOR,45,0.2222222222222222,13,True,False,0,13.88888888888889
yellow,medium,36,even,False,20.9,True,53,34,PIT_NOW,32,1.125,19,True,False,0,65.0
yellow,medium,14,outer,False,21.5,False,52,41,CONSERVE,32,0.4375,11,True,False,2,42.5
yellow,medium,9,even,False,19.5,True,42,34,CONSERVE,32,0.28125,8,True,False,0,31.25
yellow,medium,20,outer,False,19.2,True,35,30,MONITOR,32,0.625,5,True,False,2,65.0
yellow,medium,12,outer,False,20.3,True,51,38,MONITOR,32,0.375,13,True,False,2,55.0
green,intermediate,8,uneven,False,19.1,True,20,10,CONSERVE,15,0.5333333333333333,10,True,False,4,81.33333333333333
red,soft,6,even,False,22.2,True,33,28,CONSERVE,22,0.2727272727272727,5,False,False,0,40.90909090909091
yellow,medium,21,uneven,False,17.9,True,39,31,MONITOR,32,0.65625,8,False,False,4,96.25
red,soft,22,outer,False,17.8,True,33,24,PIT_NOW,22,1.0,9,False,False,2,90.0
yellow,medium,4,even,False,18.9,True,32,25,CONSERVE,32,0.125,7,False,False,0,35.0
yellow,medium,2,center,False,20.2,False,33,26,MONITOR,32,0.0625,7,True,False,3,37.5
yellow,medium,28,outer,False,21.4,True,56,39,PIT_SOON,32,0.875,17,True,False,2,75.0
yellow,medium,28,uneven,False,20.4,True,48,33,PIT_NOW,32,0.875,15,True,False,4,95.0
red,soft,9,even,False,18.7,True,33,23,CONSERVE,22,0.4090909090909091,10,False,False,0,46.36363636363636
red,soft,17,center,False,20.6,True,60,39,PIT_SOON,22,0.7727272727272727,21,True,False,3,80.9090909090909
yellow,medium,6,outer,False,20.1,True,22,23,CONSERVE,32,0.1875,-1,True,False,2,47.5
red,soft,21,outer,False,20.1,True,46,31,PIT_SOON,22,0.9545454545454546,15,True,False,2,78.18181818181819
yellow,medium,18,outer,False,20.2,False,54,37,MONITOR,32,0.5625,17,True,False,2,47.5
yellow,medium,15,even,False,20.8,True,48,39,MONITOR,32,0.46875,9,True,False,0,38.75
yellow,medium,12,even,False,21.5,False,38,28,MONITOR,32,0.375,10,True,False,0,20.0
yellow,medium,7,inner,False,19.5,True,30,24,CONSERVE,32,0.21875,6,True,False,2,48.75
red,soft,9,even,False,20.6,True,32,26,CONSERVE,22,0.4090909090909091,6,True,False,0,36.36363636363636
red,soft,16,center,False,21.6,True,55,31,PIT_SOON,22,0.7272727272727273,24,False,False,3,89.0909090909091
yellow,medium,28,outer,False,20.6,True,46,34,PIT_SOON,32,0.875,12,True,False,2,75.0
yellow,medium,2,inner,False,21.1,False,39,37,MONITOR,32,0.0625,2,True,False,2,27.5
yellow,medium,3,even,False,20.4,False,23,24,MONITOR,32,0.09375,-1,True,False,0,8.75
white,hard,9,even,False,20.8,True,32,21,CONSERVE,45,0.2,11,True,False,0,28.0
red,soft,24,inner,False,20.1,True,49,32,PIT_NOW,22,1.0909090909090908,17,True,False,2,83.63636363636363
red,soft,2,even,False,20.4,True,43,39,CONSERVE,22,0.09090909090909091,4,True,False,0,23.636363636363637
white,hard,21,uneven,False,19.9,True,44,29,MONITOR,45,0.4666666666666667,15,True,False,4,78.66666666666667
red,soft,13,even,False,20.5,True,48,40,MONITOR,22,0.5909090909090909,8,True,False,0,43.63636363636364
yellow,medium,16,outer,False,21.0,False,28,20,MONITOR,32,0.5,8,True,False,2,45.0
red,soft,3,outer,False,21.6,True,34,31,CONSERVE,22,0.13636363636363635,3,False,False,2,55.45454545454545
green,intermediate,2,center,False,18.8,True,30,23,CONSERVE,15,0.13333333333333333,7,False,False,3,65.33333333333334
red,soft,5,even,False,18.9,True,31,30,CONSERVE,22,0.22727272727272727,1,False,False,0,39.09090909090909
yellow,medium,3,uneven,False,20.7,False,38,37,MONITOR,32,0.09375,1,True,False,4,48.75
yellow,medium,21,outer,False,21.4,True,31,25,MONITOR,32,0.65625,6,True,False,2,66.25
red,soft,1,even,False,20.4,True,27,28,CONSERVE,22,0.045454545454545456,-1,True,False,0,21.81818181818182
yellow,medium,12,even,False,19.9,False,25,22,MONITOR,32,0.375,3,True,False,0,20.0
white,hard,16,inner,False,19.3,False,28,20,MONITOR,45,0.35555555555555557,8,True,False,2,39.22222222222222
yellow,medium,18,even,False,19.3,True,40,32,MONITOR,32,0.5625,8,True,False,0,42.5
yellow,medium,14,even,False,22.3,True,28,21,MONITOR,32,0.4375,7,False,False,0,47.5
red,soft,2,center,False,21.4,True,32,30,CONSERVE,22,0.09090909090909091,2,True,False,3,53.63636363636364
red,soft,18,even,False,20.8,True,36,20,PIT_SOON,22,0.8181818181818182,16,True,False,0,52.72727272727273
blue,wet,6,outer,False,17.8,True,23,18,CONSERVE,10,0.6,5,False,False,2,74.0
red,soft,6,center,False,19.3,True,49,36,CONSERVE,22,0.2727272727272727,13,True,False,3,60.90909090909091
yellow,medium,22,uneven,False,17.9,False,49,42,CONSERVE,32,0.6875,7,False,False,4,82.5
red,soft,6,even,False,21.6,False,41,26,MONITOR,22,0.2727272727272727,15,False,False,0,25.909090909090907
white,hard,11,inner,False,21.7,False,42,25,MONITOR,45,0.24444444444444444,17,False,False,2,44.77777777777778
yellow,medium,4,center,False,19.5,True,50,37,CONSERVE,32,0.125,13,True,False,3,55.0
yellow,medium,18,even,False,19.7,True,34,26,MONITOR,32,0.5625,8,True,False,0,42.5
red,soft,10,uneven,False,18.4,True,38,31,CONSERVE,22,0.45454545454545453,7,False,False,4,88.18181818181819
red,soft,8,inner,False,20.4,True,43,34,CONSERVE,22,0.36363636363636365,9,True,False,2,54.54545454545455
blue,wet,9,center,False,17.3,True,42,24,PIT_SOON,10,0.9,18,False,False,3,96.0
red,soft,3,even,False,20.0,True,31,24,CONSERVE,22,0.13636363636363635,7,True,False,0,25.454545454545453
yellow,medium,13,outer,False,20.2,False,39,32,MONITOR,32,0.40625,7,True,False,2,41.25
yellow,medium,13,inner,False,22.3,False,32,26,MONITOR,32,0.40625,6,False,False,2,51.25
red,soft,5,center,False,19.2,True,44,33,CONSERVE,22,0.22727272727272727,11,True,False,3,59.09090909090909
yellow,medium,13,inner,False,18.1,False,45,30,MONITOR,32,0.40625,15,False,False,2,51.25
red,soft,17,outer,False,20.4,True,51,33,PIT_SOON,22,0.7727272727272727,18,True,False,2,70.9090909090909
red,soft,18,inner,False,22.6,True,34,22,PIT_SOON,22,0.8181818181818182,12,False,False,2,82.72727272727272
white,hard,36,inner,False,20.4,False,27,20,PIT_SOON,45,0.8,7,True,False,2,57.0
red,soft,18,even,False,18.7,True,47,24,PIT_SOON,22,0.8181818181818182,23,False,False,0,62.72727272727273
yellow,medium,30,outer,False,21.3,True,45,34,PIT_SOON,32,0.9375,11,True,False,2,77.5
red,soft,19,inner,False,20.2,True,38,23,PIT_SOON,22,0.8636363636363636,15,True,False,2,74.54545454545455
white,hard,1,even,False,21.4,True,26,22,CONSERVE,45,0.022222222222222223,4,True,False,0,20.88888888888889
yellow,medium,24,even,False,21.7,False,47,24,CONSERVE,32,0.75,23,False,False,0,45.0
red,soft,12,even,False,20.1,True,40,31,MONITOR,22,0.5454545454545454,9,True,False,0,41.81818181818181
green,intermediate,4,center,False,19.5,True,17,11,CONSERVE,15,0.26666666666666666,6,True,False,3,60.666666666666664
